work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
6.05,Oprawy sufitowe lub kinkiety jednopunktowe,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,budget,0,Zamocowanie jednopunktowej oprawy/kinkietu ~2 wkrety z kolkami na sztuke wg praktyki montazowej.,Крепление одноточечного светильника/бра ~2 винта с дюбелями на штуку по монтажной практике.,expert,Praktyka wykonawcza (mocowanie oprawy),,zalozenie eksperckie ~2 szt/oprawa
6.05,Oprawy sufitowe lub kinkiety jednopunktowe,szt,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,2.00,"norm,lux",0,Wariant norm/lux; podlaczenie oprawy jednopunktowej ~2 zlaczki WAGO 221-415 (rezerwa zyl) dla pewniejszego montazu.,Вариант norm/lux; подключение одноточечного светильника ~2 клеммы WAGO 221-415 (запас жил) для более надёжного монтажа.,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~2 szt/oprawa; rodzina 221"
6.05,Oprawy sufitowe lub kinkiety jednopunktowe,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,"norm,lux",0,Wariant norm/lux; zamocowanie oprawy jednopunktowej ~2 wkrety z kolkami na sztuke.,Вариант norm/lux; крепление одноточечного светильника ~2 винта с дюбелями на штуку.,expert,Praktyka wykonawcza (mocowanie oprawy),,zalozenie eksperckie ~2 szt/oprawa
6.06,Oprawy sufitowe złożone wielopunktowe,szt,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-413 3x4mm2,szt,4.00,budget,0,Oprawa wielopunktowa jest fixture; consumable to ~4 zlaczki WAGO 221-413 na wieksza liczbe polaczen wg praktyki.,Многоточечный светильник - fixture; расходник - ~4 клеммы WAGO 221-413 на большее число соединений по практике.,expert,Praktyka wykonawcza + karta WAGO 221-413,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"zalozenie ~4 szt/oprawa zlozona; karta 221-413"
6.06,Oprawy sufitowe złożone wielopunktowe,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,4.00,budget,0,Zamocowanie oprawy wielopunktowej/zlozonej ~4 wkrety z kolkami na sztuke ze wzgledu na wieksza mase i wymiary.,Крепление многоточечного/сложного светильника ~4 винта с дюбелями на штуку из-за большей массы и габаритов.,expert,Praktyka wykonawcza (mocowanie oprawy zlozonej),,zalozenie eksperckie ~4 szt/oprawa
6.06,Oprawy sufitowe złożone wielopunktowe,szt,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,4.00,"norm,lux",0,Wariant norm/lux; oprawa wielopunktowa ~4 zlaczki WAGO 221-415 (5 zyl) dla rozbudowanych obwodow wielu punktow swietlnych.,Вариант norm/lux; многоточечный светильник ~4 клеммы WAGO 221-415 (5 жил) для разветвлённых цепей множества точек света.,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~4 szt/oprawa zlozona; rodzina 221"
6.06,Oprawy sufitowe złożone wielopunktowe,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,4.00,"norm,lux",0,Wariant norm/lux; zamocowanie oprawy wielopunktowej ~4 wkrety z kolkami na sztuke.,Вариант norm/lux; крепление многоточечного светильника ~4 винта с дюбелями на штуку.,expert,Praktyka wykonawcza (mocowanie oprawy zlozonej),,zalozenie eksperckie ~4 szt/oprawa
6.07,Szynoprzewód + 2 reflektory,mb,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,budget,0,Szynoprzewod to fixture (mb); consumable to ~2 wkrety z kolkami na mb do przykrecenia szyny do sufitu wg praktyki.,Шинопровод - fixture (мб); расходник - ~2 винта с дюбелями на пм для крепления шины к потолку по практике.,expert,Praktyka wykonawcza (mocowanie szynoprzewodu),,zalozenie eksperckie ~2 szt/mb szyny
6.07,Szynoprzewód + 2 reflektory,mb,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-413 3x4mm2,szt,1.00,budget,0,Podlaczenie zasilania szynoprzewodu ~1 zlaczka WAGO 221-413 na mb (usredniony punkt zasilania na dlugosc szyny).,Подключение питания шинопровода ~1 клемма WAGO 221-413 на пм (усреднённая точка питания на длину шины).,expert,Praktyka wykonawcza + karta WAGO 221-413,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"zalozenie ~1 szt/mb; karta 221-413"
6.07,Szynoprzewód + 2 reflektory,mb,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,3.00,"norm,lux",0,Wariant norm/lux; gestsze kotwienie szynoprzewodu ~3 wkrety z kolkami na mb dla sztywnego montazu z reflektorami.,Вариант norm/lux; более плотное крепление шинопровода ~3 винта с дюбелями на пм для жёсткого монтажа с прожекторами.,expert,Praktyka wykonawcza (mocowanie szynoprzewodu),,zalozenie eksperckie ~3 szt/mb szyny
6.07,Szynoprzewód + 2 reflektory,mb,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,1.00,"norm,lux",0,Wariant norm/lux; podlaczenie szynoprzewodu ~1 zlaczka WAGO 221-415 na mb (rezerwa zyl dla obwodow reflektorow).,Вариант norm/lux; подключение шинопровода ~1 клемма WAGO 221-415 на пм (запас жил для цепей прожекторов).,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~1 szt/mb; rodzina 221"
6.08,Montaż osprzętu elektrycznego z ramką (gniazda włączniki sterowniki),kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-413 3x4mm2,szt,3.00,budget,0,Osprzet (gniazdo/wlacznik) jest fixture; consumable to ~3 zlaczki WAGO 221-413 na kpl osprzetu z ramka wg praktyki laczenia zyl.,Электроустановка (розетка/выключатель) - fixture; расходник - ~3 клеммы WAGO 221-413 на компл. с рамкой по практике соединения жил.,expert,Praktyka wykonawcza + karta WAGO 221-413,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"zalozenie ~3 szt/kpl; karta 221-413"
6.08,Montaż osprzętu elektrycznego z ramką (gniazda włączniki sterowniki),kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,budget,0,Zamocowanie osprzetu z ramka do puszki ~2 wkrety na kpl wg praktyki (mocowanie mechanizmu i ramki).,Крепление электроустановки с рамкой к коробке ~2 винта на компл. по практике (крепёж механизма и рамки).,expert,Praktyka wykonawcza (mocowanie osprzetu),,zalozenie eksperckie ~2 szt/kpl
6.08,Montaż osprzętu elektrycznego z ramką (gniazda włączniki sterowniki),kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,3.00,"norm,lux",0,Wariant norm/lux; osprzet z ramka (np. sterownik) ~3 zlaczki WAGO 221-415 (5 zyl) dla wiekszej liczby polaczen w kpl.,Вариант norm/lux; электроустановка с рамкой (напр. контроллер) ~3 клеммы WAGO 221-415 (5 жил) для большего числа соединений в компл.,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~3 szt/kpl; rodzina 221"
6.08,Montaż osprzętu elektrycznego z ramką (gniazda włączniki sterowniki),kpl,construction,TASMA_IZOLACYJNA,Taśma izolacyjna PVC elektryczna,mb,0.30,"norm,lux",0,Wariant norm/lux; zabezpieczenie polaczen osprzetu ~0.3 mb tasmy izolacyjnej na kpl wg praktyki.,Вариант norm/lux; защита соединений электроустановки ~0.3 пм изоленты на компл. по практике.,expert,Praktyka wykonawcza (izolacja polaczen),https://www.castorama.pl,"zalozenie eksperckie ~0.3 mb/kpl; SKU tasma PVC Castorama"
6.09,Grzejnik elektryczny,kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-413 3x4mm2,szt,3.00,budget,0,"Grzejnik jest fixture; consumable to ~3 zlaczki WAGO 221-413 na kpl podlaczenia zasilania grzejnika (L, N, PE) wg praktyki.","Обогреватель - fixture; расходник - ~3 клеммы WAGO 221-413 на компл. подключения питания обогревателя (L, N, PE) по практике.",expert,Praktyka wykonawcza + karta WAGO 221-413,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"zalozenie ~3 szt/kpl; karta 221-413"
6.09,Grzejnik elektryczny,kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,4.00,budget,0,Zamocowanie grzejnika elektrycznego na wspornikach ~4 wkrety z kolkami na kpl ze wzgledu na mase urzadzenia.,Крепление электрообогревателя на кронштейнах ~4 винта с дюбелями на компл. из-за массы устройства.,expert,Praktyka wykonawcza (mocowanie grzejnika),,zalozenie eksperckie ~4 szt/kpl
6.09,Grzejnik elektryczny,kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,3.00,"norm,lux",0,Wariant norm/lux; podlaczenie grzejnika ~3 zlaczki WAGO 221-415 (rezerwa zyl dla termostatu/sterowania).,Вариант norm/lux; подключение обогревателя ~3 клеммы WAGO 221-415 (запас жил для термостата/управления).,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~3 szt/kpl; rodzina 221"
6.09,Grzejnik elektryczny,kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,4.00,"norm,lux",0,Wariant norm/lux; zamocowanie grzejnika ~4 wkrety z kolkami na kpl.,Вариант norm/lux; крепление обогревателя ~4 винта с дюбелями на компл.,expert,Praktyka wykonawcza (mocowanie grzejnika),,zalozenie eksperckie ~4 szt/kpl
6.10,Elektrozawór wodny,kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-413 3x4mm2,szt,2.00,budget,0,Elektrozawor jest fixture; consumable to ~2 zlaczki WAGO 221-413 na kpl podlaczenia elektrycznego zaworu wg praktyki.,Электроклапан - fixture; расходник - ~2 клеммы WAGO 221-413 на компл. электроподключения клапана по практике.,expert,Praktyka wykonawcza + karta WAGO 221-413,https://www.wago.com/at/installationsklemmen/verbindungsklemme-mit-hebeln/p/221-413,"zalozenie ~2 szt/kpl; karta 221-413"
6.10,Elektrozawór wodny,kpl,construction,SILIKON,Silikon neutralny Soudal 300ml,l,0.010,budget,0,Uszczelnienie przejscia/montazu elektrozaworu ~0.010 l silikonu neutralnego na kpl wg praktyki (zabezpieczenie przed wilgocia).,Уплотнение прохода/монтажа электроклапана ~0.010 л нейтрального силикона на компл. по практике (защита от влаги).,expert,Praktyka wykonawcza + karta Soudal Universal-Silikon,https://www.soudal.at/diy/produkte/dichtstoffe/universal/universal-silikon,"zalozenie eksperckie ~10 ml/kpl; karta Soudal"
6.10,Elektrozawór wodny,kpl,construction,ZLACZKA_INSTALACYJNA,Złączka instalacyjna WAGO 221-415 5x4mm2,szt,2.00,"norm,lux",0,Wariant norm/lux; podlaczenie elektrozaworu ~2 zlaczki WAGO 221-415 (rezerwa zyl dla sygnalu sterujacego).,Вариант norm/lux; подключение электроклапана ~2 клеммы WAGO 221-415 (запас жил для управляющего сигнала).,expert,Praktyka wykonawcza + karta WAGO 221,https://www.wago.com/us/splicing-connectors-221,"zalozenie ~2 szt/kpl; rodzina 221"
6.10,Elektrozawór wodny,kpl,construction,SILIKON,Silikon neutralny Soudal 300ml,l,0.012,"norm,lux",0,Wariant norm/lux; dokladniejsze uszczelnienie elektrozaworu ~0.012 l silikonu neutralnego na kpl.,Вариант norm/lux; более тщательное уплотнение электроклапана ~0.012 л нейтрального силикона на компл.,expert,Praktyka wykonawcza + karta Soudal Universal-Silikon,https://www.soudal.at/diy/produkte/dichtstoffe/universal/universal-silikon,"zalozenie eksperckie ~12 ml/kpl; karta Soudal"
