work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
12.03,Listwy przysufitowe maskownice karnisza (blendy) z akrylowaniem i malowaniem,mb,construction,AKRYL,Akryl malarski Soudal 300ml,l,0.02,"budget,norm,lux",0,"Akrylowanie styku listwy ze sciana/sufitem zuzywa ~0.02 l akrylu na mb; anchor Excela 'Akryl 20 ml' = 0.02 l/mb przeliczony z ml na l.","Заделка стыка планки со стеной/потолком акрилом расходует ~0.02 л акрила на пм; якорь Excel 'Akryl 20 ml' = 0.02 л/пм, переведено из мл в л.",excel,Excel Matrix v3.0 Oferta,,"wiersz 12.03 arkusza Oferta, kolumna 'Akryl, ml' = 20 ml/mb"
12.03,Listwy przysufitowe maskownice karnisza (blendy) z akrylowaniem i malowaniem,mb,finishing,FARBA_DEKORACYJNA,Farba lateksowa biała Śnieżka Barwy Natury 5l,l,0.03,"budget,norm,lux",0,"Malowanie listwy przysufitowej (blendy) po akrylowaniu zuzywa ~0.03 l farby na mb (waski pas listwy, 2 warstwy); karta Śnieżka wydajnosc ~10 m2/l potwierdza rzad wielkosci.","Покраска потолочной планки (фальшкарниза) после заделки акрилом расходует ~0.03 л краски на пм (узкая полоса планки, 2 слоя); карта Śnieżka укрывистость ~10 м2/л подтверждает порядок.",producer_tds,Śnieżka farba lateksowa — Karta techniczna,https://www.sniezka.pl/produkty,"sekcja Wydajnosc (~10 m2/l na warstwe), waski pas listwy x2 warstwy"
12.04,Montaż karnisza,mb,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,1.50,"budget,norm,lux",0,"Montaz karnisza zuzywa ~1.5 wkreta z kolkiem na mb (wsporniki co ~60-70 cm + koncowki); wartosc ekspercka wg praktyki montazu karniszy.","Монтаж карниза расходует ~1.5 винта с дюбелем на пм (кронштейны через ~60-70 см + концевые); экспертное значение по практике монтажа карнизов.",expert,Praktyka wykonawcza (montaz karnisza na wspornikach),,zalozenie eksperckie ~1.5 szt/mb wkretow z kolkami
12.05,Montaż lustra łazienkowego,szt,construction,KLEJ_DO_LUSTER,Klej do luster neutralny Soudal 290ml,l,0.10,"budget,norm,lux",0,"Montaz lustra lazienkowego na kleju do luster ~0.10 l/szt (kilka pasm neutralnego kleju nie uszkadzajacego srebra); wartosc ekspercka wg praktyki, karta Soudal potwierdza neutralnosc.","Монтаж зеркала на клее для зеркал ~0.10 л/шт (несколько полос нейтрального клея, не повреждающего серебро); экспертное значение по практике, карта Soudal подтверждает нейтральность.",expert,Soudal klej do luster — Karta produktu,https://www.soudal.pl,"zalozenie eksperckie ~0.10 l/szt (ok. 1/3 kartusza 0.29 l); potwierdzenie neutralnosci w karcie"
12.05,Montaż lustra łazienkowego,szt,construction,TASMA_DWUSTRONNA,Taśma dwustronna montażowa piankowa,m2,0.05,"norm,lux",0,"Wstepne mocowanie lustra tasma dwustronna ~0.05 m2/szt do czasu zwiazania kleju; wartosc ekspercka wg praktyki montazu luster, wariant norm/lux.","Предварительная фиксация зеркала двусторонней лентой ~0.05 м2/шт до схватывания клея; экспертное значение по практике монтажа зеркал, вариант norm/lux.",expert,Praktyka wykonawcza (wstepne mocowanie lustra tasma),,zalozenie eksperckie ~0.05 m2/szt tasmy dwustronnej
12.06,Montaż lustra łazienkowego z podświetleniem,szt,construction,KLEJ_DO_LUSTER,Klej do luster neutralny Soudal 290ml,l,0.10,"budget,norm,lux",0,"Montaz lustra z podswietleniem na kleju do luster ~0.10 l/szt (jak lustro standardowe, podswietlenie nie zmienia zuzycia kleju); wartosc ekspercka.","Монтаж зеркала с подсветкой на клее для зеркал ~0.10 л/шт (как обычное зеркало, подсветка не меняет расход клея); экспертное значение.",expert,Soudal klej do luster — Karta produktu,https://www.soudal.pl,"zalozenie eksperckie ~0.10 l/szt (ok. 1/3 kartusza 0.29 l)"
12.06,Montaż lustra łazienkowego z podświetleniem,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,"norm,lux",0,"Mocowanie lustra z podswietleniem (ciezsze, z zasilaniem) wspomagane ~2 wkretami z kolkiem na sztuke; wartosc ekspercka wg praktyki, wariant norm/lux.","Крепление зеркала с подсветкой (тяжелее, с питанием) усилено ~2 винтами с дюбелем на штуку; экспертное значение по практике, вариант norm/lux.",expert,Praktyka wykonawcza (mocowanie lustra podswietlanego),,zalozenie eksperckie ~2 szt/szt wkretow z kolkami
12.07,Montaż lustra / szkła,m2,construction,KLEJ_DO_LUSTER,Klej do luster neutralny Soudal 290ml,l,0.20,"budget,norm,lux",0,"Montaz lustra/szkla na m2 powierzchni zuzywa ~0.20 l kleju do luster (pasma na cala plaszczyzne); wartosc ekspercka wg praktyki klejenia luster wielkoformatowych.","Монтаж зеркала/стекла на м2 поверхности расходует ~0.20 л клея для зеркал (полосы по всей плоскости); экспертное значение по практике приклейки крупноформатных зеркал.",expert,Soudal klej do luster — Karta produktu,https://www.soudal.pl,"zalozenie eksperckie ~0.20 l/m2 (ok. 0.7 kartusza 0.29 l na m2)"
12.07,Montaż lustra / szkła,m2,construction,TASMA_DWUSTRONNA,Taśma dwustronna montażowa piankowa,m2,0.10,"norm,lux",0,"Wstepne mocowanie lustra/szkla tasma dwustronna ~0.10 m2/m2 powierzchni do czasu zwiazania kleju; wartosc ekspercka, wariant norm/lux.","Предварительная фиксация зеркала/стекла двусторонней лентой ~0.10 м2/м2 поверхности до схватывания клея; экспертное значение, вариант norm/lux.",expert,Praktyka wykonawcza (wstepne mocowanie szkla tasma),,zalozenie eksperckie ~0.10 m2/m2 tasmy dwustronnej
12.08,Wentylacja - montaż wentylatora,kpl,construction,PIANKA_MONTAZOWA,Pianka montażowa poliuretanowa Soudal 750ml,l,0.10,"budget,norm,lux",0,"Osadzenie wentylatora kanalowego pianka montazowa ~0.10 l/kpl (uszczelnienie i mocowanie w kanale); wartosc ekspercka wg praktyki montazu wentylatorow.","Посадка канального вентилятора монтажной пеной ~0.10 л/компл (уплотнение и крепление в канале); экспертное значение по практике монтажа вентиляторов.",expert,Praktyka wykonawcza (osadzenie wentylatora na piance),,zalozenie eksperckie ~0.10 l/kpl pianki
12.08,Wentylacja - montaż wentylatora,kpl,construction,SILIKON,Silikon neutralny Soudal 300ml,l,0.03,"budget,norm,lux",0,"Uszczelnienie obudowy wentylatora silikonem neutralnym ~0.03 l/kpl obwodowej fugi; karta Soudal potwierdza rzad wielkosci dla waskiego uszczelnienia.","Уплотнение корпуса вентилятора нейтральным силиконом ~0.03 л/компл периметрального шва; карта Soudal подтверждает порядок для узкого уплотнения.",producer_tds,Soudal Silikon neutralny — Karta produktu,https://www.soudal.pl,"sekcja Zuzycie/Wydajnosc, przeliczono z kartusza 0.3 l"
12.08,Wentylacja - montaż wentylatora,kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,"norm,lux",0,"Mocowanie wentylatora do sciany ~2 wkretami z kolkiem na komplet; wartosc ekspercka wg praktyki montazu, wariant norm/lux.","Крепление вентилятора к стене ~2 винтами с дюбелем на комплект; экспертное значение по практике монтажа, вариант norm/lux.",expert,Praktyka wykonawcza (mocowanie wentylatora),,zalozenie eksperckie ~2 szt/kpl wkretow z kolkami
12.09,Wentylacja - montaż kratki wentylacyjnej,kpl,construction,SILIKON,Silikon neutralny Soudal 300ml,l,0.02,"budget,norm,lux",0,"Osadzenie kratki wentylacyjnej na silikonie neutralnym ~0.02 l/kpl (cienki obwodowy sznur); karta Soudal potwierdza rzad wielkosci.","Посадка вентиляционной решётки на нейтральном силиконе ~0.02 л/компл (тонкий периметральный жгут); карта Soudal подтверждает порядок.",producer_tds,Soudal Silikon neutralny — Karta produktu,https://www.soudal.pl,"sekcja Zuzycie/Wydajnosc, przeliczono z kartusza 0.3 l"
12.09,Wentylacja - montaż kratki wentylacyjnej,kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,4.00,"norm,lux",0,"Mocowanie kratki wentylacyjnej na wkretach ~4 szt/kpl (naroza kratki); wartosc ekspercka wg praktyki montazu kratek, wariant norm/lux.","Крепление вентиляционной решётки на винтах ~4 шт/компл (углы решётки); экспертное значение по практике монтажа решёток, вариант norm/lux.",expert,Praktyka wykonawcza (mocowanie kratki wentylacyjnej),,zalozenie eksperckie ~4 szt/kpl wkretow z kolkami
12.10,Montaż akcesoriów,szt,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,"budget,norm,lux",0,"Montaz akcesorium (uchwyt, wieszak, mydelniczka itp.) zuzywa ~2 wkrety z kolkiem na sztuke; wartosc ekspercka wg praktyki montazu akcesoriow.","Монтаж аксессуара (держатель, вешалка, мыльница и т.п.) расходует ~2 винта с дюбелем на штуку; экспертное значение по практике монтажа аксессуаров.",expert,Praktyka wykonawcza (montaz akcesoriow na wkretach),,zalozenie eksperckie ~2 szt/szt wkretow z kolkami
12.10,Montaż akcesoriów,szt,construction,KLEJ_MONTAZOWY,Klej montażowy Tytan Professional Mocny Chwyt 290ml,l,0.02,"norm,lux",0,"Alternatywnie/uzupelniajaco montaz akcesorium na kleju montazowym ~0.02 l/szt (akcesoria klejone bez wiercenia); wartosc ekspercka, wariant norm/lux.","Альтернативно/дополнительно монтаж аксессуара на монтажном клее ~0.02 л/шт (аксессуары на клей без сверления); экспертное значение, вариант norm/lux.",expert,Praktyka wykonawcza (montaz akcesoriow na kleju),,zalozenie eksperckie ~0.02 l/szt kleju montazowego
12.11,Instalacja sprzętu AGD,kpl,construction,SYFON_WEZYK,Syfon i wężyk przyłączeniowy AGD,szt,1.00,"budget,norm,lux",0,"Instalacja AGD (zmywarka/pralka) wymaga minimalnego osprzetu przylaczeniowego ~1 kpl syfon+wezyk na sztuke; wartosc ekspercka wg praktyki podlaczen AGD.","Установка бытовой техники (посудомойка/стиральная) требует минимальной присоединительной арматуры ~1 компл сифон+подводка на штуку; экспертное значение по практике подключений.",expert,Praktyka wykonawcza (podlaczenie AGD),,zalozenie eksperckie ~1 szt/kpl osprzetu przylaczeniowego
12.11,Instalacja sprzętu AGD,kpl,construction,SILIKON,Silikon neutralny Soudal 300ml,l,0.02,"norm,lux",0,"Uszczelnienie przylacza/blatu przy AGD silikonem neutralnym ~0.02 l/kpl; karta Soudal potwierdza rzad wielkosci, wariant norm/lux.","Уплотнение подключения/столешницы у бытовой техники нейтральным силиконом ~0.02 л/компл; карта Soudal подтверждает порядок, вариант norm/lux.",producer_tds,Soudal Silikon neutralny — Karta produktu,https://www.soudal.pl,"sekcja Zuzycie/Wydajnosc, przeliczono z kartusza 0.3 l"
12.11,Instalacja sprzętu AGD,kpl,construction,WKRET_KOLEK_MONTAZOWY,Wkręt montażowy z kołkiem 6x40,szt,2.00,"budget,norm,lux",0,"Montaz/zabezpieczenie AGD (zabudowa, listwa) ~2 wkrety z kolkiem na komplet; wartosc ekspercka wg praktyki instalacji AGD.","Монтаж/фиксация бытовой техники (встройка, планка) ~2 винта с дюбелем на комплект; экспертное значение по практике установки техники.",expert,Praktyka wykonawcza (mocowanie AGD),,zalozenie eksperckie ~2 szt/kpl wkretow z kolkami
