work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
1.04,Wentylacja - relokacja otworów,kpl,construction,ZAPRAWA_MURARSKA,Zaprawa murarska Atlas M-10 25kg,kg,6.00,"budget,norm,lux",0,"Relokacja otworu wentylacyjnego: zamurowanie starego i osadzenie w nowym zuzywa ~6.0 kg/kpl zaprawy murarskiej; zalozenie eksperckie wg objetosci uzupelnienia.","Перенос вентотверстия: заделка старого и установка в новом расходует ~6.0 кг/компл кладочного раствора; экспертное допущение по объёму заделки.",expert,Praktyka wykonawcza + Atlas Zaprawa Murarska (rzad wielkosci),https://www.atlas.com.pl/wp-content/uploads/2026/08/62bb80692ad76d2f493e0beecb20f760543ee718_pl_9735_20240507_153354.pdf,"zalozenie eksperckie ~6 kg/kpl; karta zaprawy jako anchor materialu"
1.04,Wentylacja - relokacja otworów,kpl,construction,PIANKA_MONTAZOWA,Pianka montażowa poliuretanowa Soudal 750ml,szt,1.00,"norm,lux",0,"Wariant norm/lux; osadzenie i uszczelnienie relokowanego kanalu zuzywa ~1.0 puszke pianki montazowej na komplet (zalozenie eksperckie).","Вариант norm/lux; установка и уплотнение перенесённого канала расходует ~1.0 баллон монтажной пены на комплект (экспертное допущение).",expert,Praktyka wykonawcza (uszczelnienie kanalu),,"zalozenie eksperckie ~1 szt/kpl; SKU pianki 750ml"
1.05,Wentylacja - poszerzenie otworu,kpl,construction,TARCZA_TNACA,Tarcza diamentowa do cięcia 125mm,szt,0.20,budget,0,"Poszerzenie otworu wentylacyjnego przez ciecie muru zuzywa ~0.20 tarczy diamentowej na komplet (zalozenie eksperckie wg twardosci muru).","Расширение вентотверстия резкой кладки расходует ~0.20 алмазного диска на комплект (экспертное допущение по твёрдости кладки).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.20 szt/kpl; SKU tarczy 125mm"
1.05,Wentylacja - poszerzenie otworu,kpl,construction,TARCZA_TNACA,Tarcza diamentowa segmentowa 125mm,szt,0.15,"norm,lux",0,"Wariant norm/lux; poszerzenie otworu wytrzymalsza tarcza segmentowa Rubi zuzywa ~0.15 szt na komplet (zalozenie eksperckie).","Вариант norm/lux; расширение отверстия более стойким сегментным диском Rubi расходует ~0.15 шт на комплект (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.15 szt/kpl; SKU tarczy segmentowej 125mm"
1.05,Wentylacja - poszerzenie otworu,kpl,construction,ZAPRAWA_NAPRAWCZA,Zaprawa wyrównująco-naprawcza Atlas ZW 330 25kg,kg,2.00,"budget,norm,lux",0,"Wykonczenie poszerzonego otworu zuzywa ~2.0 kg/kpl zaprawy naprawczej ZW 330 do zabudowy krawedzi (zalozenie eksperckie, karta ~1.5 kg/m2/mm).","Отделка расширенного отверстия расходует ~2.0 кг/компл ремонтного раствора ZW 330 для заделки кромок (экспертное допущение, карта ~1.5 кг/м2/мм).",producer_tds,Atlas ZW 330 — Karta produktu,https://www.atlas.com.pl/de/produkt/atlas-zw-330/,"sekcja Zuzycie/Verbrauch (~1.5 kg/m2/mm)"
1.06,Wentylacja - dostosowanie (wydłużenie kanału),kpl,construction,PIANKA_MONTAZOWA,Pianka montażowa poliuretanowa Soudal 750ml,szt,1.00,"norm,lux",0,"Wydluzenie kanalu: osadzenie i uszczelnienie dostawki zuzywa ~1.0 puszke pianki montazowej na komplet (zalozenie eksperckie).","Удлинение канала: установка и уплотнение вставки расходует ~1.0 баллон монтажной пены на комплект (экспертное допущение).",expert,Praktyka wykonawcza (uszczelnienie kanalu),,"zalozenie eksperckie ~1 szt/kpl; SKU pianki 750ml"
1.06,Wentylacja - dostosowanie (wydłużenie kanału),kpl,construction,ZAPRAWA_NAPRAWCZA,Zaprawa wyrównująco-naprawcza Atlas ZW 330 25kg,kg,2.00,"budget,norm,lux",0,"Zabudowa i wykonczenie wydluzonego kanalu zuzywa ~2.0 kg/kpl zaprawy naprawczej ZW 330 (zalozenie eksperckie, karta ~1.5 kg/m2/mm).","Заделка и отделка удлинённого канала расходует ~2.0 кг/компл ремонтного раствора ZW 330 (экспертное допущение, карта ~1.5 кг/м2/мм).",producer_tds,Atlas ZW 330 — Karta produktu,https://www.atlas.com.pl/de/produkt/atlas-zw-330/,"sekcja Zuzycie/Verbrauch (~1.5 kg/m2/mm)"
1.07,Naprawa ścian i stropów po bruzdowaniu po firmie zewnętrznej,mb,construction,ZAPRAWA_TYNKARSKA,Zaprawa tynkarska cementowo-wapienna Atlas 25kg,kg,1.50,"norm,lux",0,"Wypelnienie bruzdy po instalacjach zuzywa ~1.5 kg/mb zaprawy tynkarskiej; bruzda ~0.03m x ~0.03m ~0.9 dm3/mb przy gestosci ~1.6 daje rzad ~1.5 kg (karta ~1.5-2 kg/m2/mm).","Заполнение штробы после инсталляций расходует ~1.5 кг/пм штукатурного раствора; штроба ~0.03м x ~0.03м ~0.9 дм3/пм при плотности ~1.6 даёт ~1.5 кг (карта ~1.5-2 кг/м2/мм).",producer_tds,Atlas Zaprawa Tynkarska — Karta techniczna,https://cdn.shopify.com/s/files/1/0916/9050/0443/files/pl_9738_20240507_110925.pdf?v=1745357168,"sekcja Zuzycie/Wydajnosc (~1.5-2.0 kg/m2/mm)"
1.07,Naprawa ścian i stropów po bruzdowaniu po firmie zewnętrznej,mb,construction,ZAPRAWA_NAPRAWCZA,Zaprawa wyrównująco-naprawcza Atlas ZW 330 25kg,kg,1.50,budget,0,"Wariant budget; wypelnienie bruzdy zaprawa naprawcza ZW 330 ~1.5 kg/mb wg objetosci bruzdy (karta ~1.5 kg/m2/mm).","Вариант budget; заполнение штробы ремонтным раствором ZW 330 ~1.5 кг/пм по объёму штробы (карта ~1.5 кг/м2/мм).",producer_tds,Atlas ZW 330 — Karta produktu,https://www.atlas.com.pl/de/produkt/atlas-zw-330/,"sekcja Zuzycie/Verbrauch (~1.5 kg/m2/mm)"
1.07,Naprawa ścian i stropów po bruzdowaniu po firmie zewnętrznej,mb,construction,GLADZ_GIPSOWA,Gładź gipsowa Atlas Omega 20kg,kg,0.40,"budget,norm,lux",0,"Wykonczenie zabruzdowanego pasa cienka warstwa gladzi zuzywa ~0.40 kg/mb; karta Atlas Omega ~0.8 kg/m2/mm dla pasa ~0.05m.","Финишная заделка штробленой полосы тонким слоем шпаклёвки расходует ~0.40 кг/пм; карта Atlas Omega ~0.8 кг/м2/мм для полосы ~0.05м.",producer_tds,Atlas Omega — Karta produktu,https://www.atlas.com.pl/produkt/omega/,"sekcja srednie zuzycie (~0.8 kg/m2/mm)"
1.08,Wyburzenie posadzki cementowej z wynoszeniem,m2,construction,WOREK_NA_GRUZ,Worek na gruz big bag 1m3,szt,0.15,"budget,norm,lux",0,"Wyburzenie 1 m2 posadzki cementowej (~0.05m) daje ~0.05 m3 gruzu na m2, wynoszenie zuzywa ~0.15 worka big bag 1m3 przy realnym zaladunku (zalozenie eksperckie).","Демонтаж 1 м2 цементной стяжки (~0.05м) даёт ~0.05 м3 мусора на м2, вынос расходует ~0.15 биг-бэга 1м3 при реальной загрузке (экспертное допущение).",expert,Praktyka wykonawcza (material zuzywalny na wynoszenie gruzu),,"zalozenie eksperckie ~0.15 szt/m2; brak normy Excel"
1.08,Wyburzenie posadzki cementowej z wynoszeniem,m2,construction,TARCZA_TNACA,Tarcza diamentowa do cięcia 125mm,szt,0.03,budget,0,"Naciecie posadzki cementowej przed skuciem zuzywa ~0.03 tarczy diamentowej 125mm na m2 (zalozenie eksperckie).","Прорезка цементной стяжки перед сколом расходует ~0.03 алмазного диска 125мм на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.03 szt/m2; SKU tarczy 125mm"
1.08,Wyburzenie posadzki cementowej z wynoszeniem,m2,construction,TARCZA_TNACA,Tarcza diamentowa segmentowa 125mm,szt,0.025,"norm,lux",0,"Wariant norm/lux; naciecie posadzki wytrzymalsza tarcza segmentowa Rubi zuzywa ~0.025 szt na m2 (zalozenie eksperckie).","Вариант norm/lux; прорезка стяжки более стойким сегментным диском Rubi расходует ~0.025 шт на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.025 szt/m2; SKU tarczy segmentowej 125mm"
1.09,Demontaże / wyburzenie płytek,m2,construction,WOREK_NA_GRUZ,Worek na gruz big bag 1m3,szt,0.05,"budget,norm,lux",0,"Skucie plytek z klejem z 1 m2 daje cienka warstwe gruzu (~0.02 m3/m2), wynoszenie zuzywa ~0.05 worka big bag 1m3 (zalozenie eksperckie).","Скол плитки с клеем с 1 м2 даёт тонкий слой мусора (~0.02 м3/м2), вынос расходует ~0.05 биг-бэга 1м3 (экспертное допущение).",expert,Praktyka wykonawcza (material zuzywalny na wynoszenie gruzu),,"zalozenie eksperckie ~0.05 szt/m2; brak normy Excel"
1.09,Demontaże / wyburzenie płytek,m2,construction,TARCZA_TNACA,Tarcza diamentowa do cięcia 125mm,szt,0.02,budget,0,"Naciecie fug/plytek przy demontazu zuzywa ~0.02 tarczy diamentowej 125mm na m2 (zalozenie eksperckie).","Прорезка швов/плитки при демонтаже расходует ~0.02 алмазного диска 125мм на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.02 szt/m2; SKU tarczy 125mm"
1.09,Demontaże / wyburzenie płytek,m2,construction,TARCZA_TNACA,Tarcza diamentowa segmentowa 125mm,szt,0.015,"norm,lux",0,"Wariant norm/lux; naciecie plytek wytrzymalsza tarcza segmentowa Rubi zuzywa ~0.015 szt na m2 (zalozenie eksperckie).","Вариант norm/lux; прорезка плитки более стойким сегментным диском Rubi расходует ~0.015 шт на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.015 szt/m2; SKU tarczy segmentowej 125mm"
1.10,Demontaże / wyburzenie paneli podłogowych ułożonych na pływająco,m2,construction,WOREK_NA_GRUZ,Worek na gruz big bag 1m3,szt,0.04,"budget,norm,lux",0,"Demontaz paneli na plywajaco (bez kleju) daje lekki odpad; wynoszenie zuzywa ~0.04 worka big bag 1m3 na m2 (zalozenie eksperckie).","Демонтаж плавающего ламината (без клея) даёт лёгкий отход; вынос расходует ~0.04 биг-бэга 1м3 на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material zuzywalny na wynoszenie odpadu),,"zalozenie eksperckie ~0.04 szt/m2; brak normy Excel"
1.11,Demontaże / wyburzenie paneli deski ułożonych na klej,m2,construction,WOREK_NA_GRUZ,Worek na gruz big bag 1m3,szt,0.05,"budget,norm,lux",0,"Demontaz paneli/deski na klej wymaga zerwania z podloza; wynoszenie odpadu zuzywa ~0.05 worka big bag 1m3 na m2 (zalozenie eksperckie).","Демонтаж приклеенного ламината/доски требует срыва с основания; вынос отхода расходует ~0.05 биг-бэга 1м3 на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material zuzywalny na wynoszenie odpadu),,"zalozenie eksperckie ~0.05 szt/m2; brak normy Excel"
1.11,Demontaże / wyburzenie paneli deski ułożonych na klej,m2,construction,TARCZA_TNACA,Tarcza diamentowa segmentowa 125mm,szt,0.01,"norm,lux",0,"Wariant norm/lux; resztki kleju/podkladu po desce na klej moga wymagac szlifu/ciecia ~0.01 tarczy na m2 (zalozenie eksperckie).","Вариант norm/lux; остатки клея/подложки от приклеенной доски могут потребовать шлифа/резки ~0.01 диска на м2 (экспертное допущение).",expert,Praktyka wykonawcza (material scierny zuzywalny),,"zalozenie eksperckie ~0.01 szt/m2; SKU tarczy segmentowej 125mm"
1.12,Demontaże / wyburzenie listw przypodłogowych,mb,construction,WOREK_NA_GRUZ,Worek na gruz big bag 1m3,szt,0.01,"budget,norm,lux",0,"Demontaz listw przypodlogowych daje minimalny odpad; wynoszenie zuzywa ~0.01 worka big bag 1m3 na mb (zalozenie eksperckie).","Демонтаж плинтусов даёт минимальный отход; вынос расходует ~0.01 биг-бэга 1м3 на пм (экспертное допущение).",expert,Praktyka wykonawcza (material zuzywalny na wynoszenie odpadu),,"zalozenie eksperckie ~0.01 szt/mb; brak normy Excel"
