work_code,work_pl,work_unit,branch,material_type,material_ref,material_unit,norm_qty,packages,waste_pct,justification_pl,justification_ru,source_type,source_doc,source_url,source_ref
2.03,Zmniejszenie otworu (GK + wyrównanie) >3cm,kpl,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,0.90,budget,0,Wyrównanie >3cm zużywa ~0.9 kg masy szpachlowej na komplet (większa powierzchnia łączeń); wartość ekspercka.,Выравнивание >3см расходует ~0.9 кг шпаклёвки на комплект (большая площадь стыков); экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~0.9 kg/kpl; SKU masy Vario Rigips"
2.03,Zmniejszenie otworu (GK + wyrównanie) >3cm,kpl,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.90,"norm,lux",0,Wariant norm/lux; wyrównanie >3cm zużywa ~0.9 kg masy Uniflott na komplet; wartość ekspercka.,Вариант norm/lux; выравнивание >3см расходует ~0.9 кг массы Uniflott на комплект; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~0.9 kg/kpl; SKU masy Uniflott Rigips"
2.04,Poszerzenie otworu drzwiowego ściany <5 cm,kpl,construction,ZAPRAWA_MURARSKA,Zaprawa murarska cementowo-wapienna Atlas,kg,5.00,"budget,norm,lux",0,Poszerzenie otworu <5cm z uzupełnieniem ubytku zużywa ~5 kg zaprawy murarskiej na komplet; wartość ekspercka.,Расширение проёма <5см с заделкой скола расходует ~5 кг кладочного раствора на комплект; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~5 kg/kpl; SKU zaprawy murarskiej Atlas"
2.05,Poszerzenie otworu drzwiowego ściany >5 cm,kpl,construction,ZAPRAWA_MURARSKA,Zaprawa murarska cementowo-wapienna Atlas,kg,10.00,"budget,norm,lux",0,Poszerzenie otworu >5cm z przemurowaniem ościeża zużywa ~10 kg zaprawy murarskiej na komplet; wartość ekspercka.,Расширение проёма >5см с перекладкой откоса расходует ~10 кг кладочного раствора на комплект; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~10 kg/kpl; SKU zaprawy murarskiej Atlas"
2.05,Poszerzenie otworu drzwiowego ściany >5 cm,kpl,construction,BELKA_NADPROZOWA,Nadproże / belka nadprożowa L19 (1.2m),szt,1.00,"budget,norm,lux",0,Poszerzenie >5cm może wymagać wymiany/osadzenia ~1 nadproża na komplet dla stabilności otworu; wartość ekspercka.,Расширение >5см может потребовать замены/установки ~1 перемычки на комплект для устойчивости проёма; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~1 szt/kpl; SKU nadproża Solbet L19"
2.06,Demontaż / montaż belki poprzecznej w ścianie z bloczków,kpl,construction,ZAPRAWA_MURARSKA,Zaprawa murarska cementowo-wapienna Atlas,kg,12.00,"budget,norm,lux",0,Demontaż i ponowny montaż belki poprzecznej zużywa ~12 kg zaprawy murarskiej na komplet do osadzenia i uzupełnień; wartość ekspercka.,Демонтаж и повторный монтаж поперечной балки расходует ~12 кг кладочного раствора на комплект для посадки и заделок; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~12 kg/kpl; SKU zaprawy murarskiej Atlas"
2.07,Nowa belka poprzeczna w ścianie z bloczków,kpl,construction,BELKA_NADPROZOWA,Nadproże / belka nadprożowa L19 (1.2m),szt,1.00,"budget,norm,lux",0,Nowa belka poprzeczna to ~1 prefabrykowane nadproże na komplet osadzone w murze z bloczków; wartość ekspercka.,"Новая поперечная балка - ~1 сборная перемычка на комплект, посаженная в кладку из блоков; экспертное значение.",expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~1 szt/kpl; SKU nadproża Solbet L19"
2.07,Nowa belka poprzeczna w ścianie z bloczków,kpl,construction,ZAPRAWA_MURARSKA,Zaprawa murarska cementowo-wapienna Atlas,kg,8.00,"budget,norm,lux",0,Osadzenie nowej belki poprzecznej zużywa ~8 kg zaprawy murarskiej na komplet do podparcia i wypełnienia; wartość ekspercka.,Посадка новой поперечной балки расходует ~8 кг кладочного раствора на комплект для опоры и заполнения; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~8 kg/kpl; SKU zaprawy murarskiej Atlas"
2.08,Wycięcie posadzki pod nową ścianę murowaną z bloczków,mb,construction,ZAPRAWA_MURARSKA,Zaprawa murarska cementowo-wapienna Atlas,kg,3.00,"budget,norm,lux",0,Wycięcie posadzki i przygotowanie podparcia pod ścianę zużywa ~3 kg zaprawy na mb do wypełnienia bruzdy; wartość ekspercka.,Вырезка стяжки и подготовка опоры под стену расходует ~3 кг раствора на пм для заполнения штробы; экспертное значение.,expert,Praktyka wykonawcza (brak normy Excel/KNR),,"założenie eksperckie ~3 kg/mb; SKU zaprawy murarskiej Atlas"
2.09,Ściana murowana z bloczków komórkowych do 10cm gr.,m2,construction,BLOCZEK_KOMORKOWY,Bloczek z betonu komórkowego Solbet 100mm,szt,7.00,"budget,norm",0,Ściana z bloczków komórkowych 100mm zużywa ~7 szt/m2 (bloczek 590x240); karta Solbet Optimal 12cm podaje ~7 szt/m2 dla tego formatu.,Стена из газоблоков 100мм расходует ~7 шт/м2 (блок 590x240); карта Solbet Optimal 12см указывает ~7 шт/м2 для этого формата.,producer_tds,Solbet Optimal — karta produktu (bloczki),https://solbet-lubartow.pl/produkty/bloczki/,"sekcja Zużycie/wydajność, ~7 szt/m2"
2.09,Ściana murowana z bloczków komórkowych do 10cm gr.,m2,construction,BLOCZEK_KOMORKOWY,Bloczek z betonu komórkowego Ytong 100mm,szt,8.40,lux,0,Wariant lux; ściana z bloczków Ytong 100mm (599x199) zużywa ~8.4 szt/m2 wg formatu wysokości 199mm z karty producenta.,Вариант lux; стена из блоков Ytong 100мм (599x199) расходует ~8.4 шт/м2 по формату высотой 199мм из карты производителя.,producer_tds,Ytong — karta produktu (bloczki),https://www.ytong.pl/bloczki-ytong.php,"sekcja Zużycie, ~8.4 szt/m2 (599x199)"
2.09,Ściana murowana z bloczków komórkowych do 10cm gr.,m2,construction,ZAPRAWA_KLEJ_BLOCZKI,Zaprawa klejowa do betonu komórkowego Solbet,kg,1.50,"budget,norm",0,Murowanie na cienką spoinę ściany 10cm zużywa ~1.5 kg zaprawy klejowej/m2 wg karty producenta dla tej grubości.,Кладка на тонкий шов стены 10см расходует ~1.5 кг клеевого раствора/м2 по карте производителя для этой толщины.,producer_tds,Solbet — zaprawa do cienkich spoin (karta),https://solbet-lubartow.pl/produkty/chemia-budowlana/,"sekcja Zużycie, ~1.5 kg/m2 dla 10cm"
2.09,Ściana murowana z bloczków komórkowych do 10cm gr.,m2,construction,ZAPRAWA_KLEJ_BLOCZKI,Zaprawa klejowa do betonu komórkowego Ytong,kg,1.50,lux,0,Wariant lux; murowanie na cienką spoinę zużywa ~1.5 kg zaprawy Ytong/m2 dla ściany 10cm wg karty producenta.,Вариант lux; кладка на тонкий шов расходует ~1.5 кг раствора Ytong/м2 для стены 10см по карте производителя.,producer_tds,Ytong — zaprawa cienkowarstwowa (karta),https://www.ytong.pl/zaprawy-i-kleje.php,"sekcja Zużycie, ~1.5 kg/m2 dla 10cm"
2.10,Gładź startowa i tynkowanie ściany murowanej,m2,construction,GRUNT_UNIWERSALNY,Grunt uniwersalny CT 17 (odp.),l,0.10,"budget,norm,lux",0,"Przygotowanie ściany murowanej pod gładź startową zużywa ~0.1 l/m2 gruntu (kolumna tynk kg w Excelu pusta, przyjęto gruntowanie chłonnego bloczka).","Подготовка кладочной стены под стартовую шпаклёвку расходует ~0.1 л/м2 грунта (столбец штукатурки в Excel пуст, принято грунтование впитывающего блока).",excel,Excel Matrix v3.0 Oferta,,"wiersz 2.10 arkusza Oferta, kolumna tynk kg (pusta) + gruntowanie"
2.10,Gładź startowa i tynkowanie ściany murowanej,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,1.30,budget,0,"Gładź startowa ściany murowanej zużywa ~1.3 kg/m2 masy szpachlowej wg anchor Excela (gładź start 1.30 kg), warstwa wyrównująca na bloczku.","Стартовая шпаклёвка кладочной стены расходует ~1.3 кг/м2 массы по якорю Excel (старт 1.30 кг), выравнивающий слой на блоке.",excel,Excel Matrix v3.0 Oferta,,"wiersz 2.10 arkusza Oferta, kolumna gładź start 1.30 kg"
2.10,Gładź startowa i tynkowanie ściany murowanej,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,1.30,"norm,lux",0,Wariant norm/lux; gładź startowa ~1.3 kg/m2 masą Uniflott wg anchor Excela (gładź start 1.30 kg) na ścianie murowanej.,Вариант norm/lux; стартовая шпаклёвка ~1.3 кг/м2 массой Uniflott по якорю Excel (старт 1.30 кг) на кладочной стене.,excel,Excel Matrix v3.0 Oferta,,"wiersz 2.10 arkusza Oferta, kolumna gładź start 1.30 kg"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,4.10,budget,2,"Ścianka GK obustronnie podwójnie = 4 warstwy płyty => ~4 m2/m2 ściany + ~2% zapasu na docinki; standardowa norma suchej zabudowy.","ГК-перегородка двусторонняя двойная = 4 слоя листа => ~4 м2/м2 стены + ~2% на подрезку; стандартная норма сухого строительства.",producer_tds,Norgips GKB — karta produktu (systemy ścian),https://www.norgips.pl/produkty/plyty-gipsowo-kartonowe,"system ścianki działowej podwójnie płytowanej, 4x płyta"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,4.10,"norm,lux",2,Wariant norm/lux; ścianka obustronnie podwójnie = ~4 m2/m2 płyty Rigips RB + ~2% zapasu na docinki.,Вариант norm/lux; перегородка двусторонняя двойная = ~4 м2/м2 листа Rigips RB + ~2% на подрезку.,producer_tds,Rigips RB — karta produktu (systemy ścian),https://www.rigips.pl/produkty/plyty,"system ścianki działowej podwójnie płytowanej, 4x płyta"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,PROFIL_GK,Profil ścienny CW 75 (3m),mb,2.00,"norm,lux",0,"Ruszt ścianki działowej CW co ~60cm daje ~2 mb profilu CW/m2 ściany; standardowe zagęszczenie słupków.","Каркас перегородки CW через ~60см даёт ~2 пм профиля CW/м2 стены; стандартный шаг стоек.",producer_tds,Rigips CW 75 — karta profili,https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw słupków co 60cm, ~2 mb/m2"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,PROFIL_GK,Profil ścienny UW 75 (3m),mb,0.70,"norm,lux",0,"Profile poziome UW góra/dół ścianki dają ~0.7 mb/m2 przy typowej wysokości i długości pola; standard konstrukcji.","Горизонтальные профили UW верх/низ перегородки дают ~0.7 пм/м2 при типовой высоте и длине поля; стандарт конструкции.",producer_tds,Rigips UW 75 — karta profili,https://www.rigips.pl/produkty/profile-i-akcesoria,"obwód UW góra/dół, ~0.7 mb/m2"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,PROFIL_GK,Profil przyścienny UD 27/28 budżetowy (3m),mb,2.70,budget,0,"Wariant budżet; ruszt ścianki z profili UD/CD daje ~2.7 mb profilu/m2 (słupki + obwód); przybliżenie dla pakietu budget.","Вариант бюджет; каркас перегородки из профилей UD/CD даёт ~2.7 пм профиля/м2 (стойки + обвод); приближение для пакета budget.",expert,Praktyka wykonawcza (ruszt uproszczony),,"założenie eksperckie ~2.7 mb/m2; SKU profilu UD Siniat"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x25mm,szt,24.00,budget,0,"Podwójne płytowanie obustronne wymaga ~24 wkrętów/m2 (warstwa 1) + drugą warstwę na 3.5x35; norma ~20-25 szt/m2 na warstwę.","Двойная двусторонняя обшивка требует ~24 саморезов/м2 (слой 1) + второй слой на 3.5x35; норма ~20-25 шт/м2 на слой.",producer_tds,Rigips — wkręty do GK (karta),https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20-25 szt/m2/warstwę"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,24.00,"norm,lux",0,Wariant norm/lux; druga i zewnętrzna warstwa płyt mocowana wkrętem 3.5x35 => ~24 szt/m2 dla warstw zewnętrznych.,Вариант norm/lux; второй и внешний слой листов крепится саморезом 3.5x35 => ~24 шт/м2 для внешних слоёв.,producer_tds,Knauf — wkręty do GK (karta),https://www.knauf.pl/produkty/wkrety-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20-25 szt/m2/warstwę"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,0.70,budget,0,Szpachlowanie łączeń dwuwarstwowej okładziny obustronnej zużywa ~0.7 kg masy spoinowej/m2 ściany; typowa norma spoinowania.,Заделка стыков двухслойной двусторонней обшивки расходует ~0.7 кг шпаклёвки для швов/м2 стены; типовая норма.,producer_tds,Rigips Vario — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, ~0.3-0.5 kg/m2 na warstwę okładziny"
2.11,Ścianka GK płytowana obustronnie podwójnie szpachlowanie łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.70,"norm,lux",0,Wariant norm/lux; szpachlowanie łączeń zużywa ~0.7 kg masy Uniflott/m2 ściany dla okładziny podwójnej obustronnej.,Вариант norm/lux; заделка стыков расходует ~0.7 кг массы Uniflott/м2 стены для двойной двусторонней обшивки.,producer_tds,Rigips Uniflott — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, spoiny bez taśmy"
2.12,Wypełnienie wełną akustyczną ściany gk,m2,construction,WELNA_AKUSTYCZNA,Wełna mineralna akustyczna 50mm,m2,1.00,budget,0,Wypełnienie wnętrza ścianki GK wełną 50mm zużywa ~1 m2 wełny/m2 ściany; standardowa norma izolacji akustycznej.,Заполнение внутренней полости ГК-перегородки ватой 50мм расходует ~1 м2 ваты/м2 стены; стандартная норма звукоизоляции.,producer_tds,Rockwool — wełna do ścian działowych (karta),https://www.rockwool.com/pl/produkty-i-zastosowania/katalog-produktow/,"zastosowanie ściany działowe, ~1 m2/m2"
2.12,Wypełnienie wełną akustyczną ściany gk,m2,construction,WELNA_AKUSTYCZNA,Wełna mineralna akustyczna 75mm,m2,1.00,"norm,lux",0,Wariant norm/lux; wypełnienie ścianki wełną 75mm (profil CW 75) zużywa ~1 m2 wełny/m2 ściany; lepsza izolacja akustyczna.,Вариант norm/lux; заполнение перегородки ватой 75мм (профиль CW 75) расходует ~1 м2 ваты/м2 стены; лучшая звукоизоляция.,producer_tds,Rockwool — wełna 75mm (karta),https://www.rockwool.com/pl/produkty-i-zastosowania/katalog-produktow/,"zastosowanie ściany działowe CW75, ~1 m2/m2"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,2.05,budget,2,Przedścianka jednostronna podwójnie = 2 warstwy płyty => ~2 m2/m2 + ~2% zapasu na docinki; standardowa norma okładziny.,Фальшстена односторонняя двойная = 2 слоя листа => ~2 м2/м2 + ~2% на подрезку; стандартная норма облицовки.,producer_tds,Norgips GKB — karta produktu (okładziny),https://www.norgips.pl/produkty/plyty-gipsowo-kartonowe,"okładzina 2x płyta jednostronnie, ~2 m2/m2"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,2.05,"norm,lux",2,Wariant norm/lux; przedścianka jednostronna podwójnie = ~2 m2/m2 płyty Rigips RB + ~2% zapasu.,Вариант norm/lux; фальшстена односторонняя двойная = ~2 м2/м2 листа Rigips RB + ~2% запаса.,producer_tds,Rigips RB — karta produktu (okładziny),https://www.rigips.pl/produkty/plyty,"okładzina 2x płyta jednostronnie, ~2 m2/m2"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,PROFIL_GK,Profil sufitowy CD 60/27 (4m),mb,2.20,"budget,norm,lux",0,Ruszt przedścianki z profili CD co ~60cm + obwód daje ~2.2 mb profilu/m2 okładziny; standard konstrukcji ściennej.,Каркас фальшстены из профилей CD через ~60см + обвод даёт ~2.2 пм профиля/м2 облицовки; стандарт настенной конструкции.,producer_tds,Rigips CD 60/27 — karta profili,https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw profili co 60cm, ~2.2 mb/m2"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x25mm,szt,22.00,budget,0,"Przedścianka jednostronna podwójnie mocowana ~22 wkrętów/m2 (warstwa 1); norma ~20-25 szt/m2 na warstwę.","Односторонняя двойная фальшстена крепится ~22 саморезами/м2 (слой 1); норма ~20-25 шт/м2 на слой.",producer_tds,Rigips — wkręty do GK (karta),https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20-25 szt/m2/warstwę"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,22.00,"norm,lux",0,Wariant norm/lux; zewnętrzna warstwa przedścianki mocowana wkrętem 3.5x35 => ~22 szt/m2.,Вариант norm/lux; внешний слой фальшстены крепится саморезом 3.5x35 => ~22 шт/м2.,producer_tds,Knauf — wkręty do GK (karta),https://www.knauf.pl/produkty/wkrety-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20-25 szt/m2/warstwę"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Vario,kg,0.50,budget,0,Szpachlowanie łączeń jednostronnej okładziny podwójnej zużywa ~0.5 kg masy spoinowej/m2; typowa norma.,Заделка стыков односторонней двойной облицовки расходует ~0.5 кг шпаклёвки для швов/м2; типовая норма.,producer_tds,Rigips Vario — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, ~0.3-0.5 kg/m2"
2.13,Przedścianka GK płytowana jednostronnie podwójnie szpachlowanie łączeń,m2,construction,MASA_SPOINOWA,Masa szpachlowa do spoin Rigips Uniflott,kg,0.50,"norm,lux",0,Wariant norm/lux; szpachlowanie łączeń przedścianki zużywa ~0.5 kg masy Uniflott/m2.,Вариант norm/lux; заделка стыков фальшстены расходует ~0.5 кг массы Uniflott/м2.,producer_tds,Rigips Uniflott — masa do spoin (karta),https://www.rigips.pl/produkty/masy-szpachlowe,"sekcja Zużycie, spoiny bez taśmy"
2.14,Licowanie ścian płytą GK bez szpachlowania,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Norgips GKB 12.5mm,m2,1.05,budget,3,Licowanie ściany pojedynczą płytą GK bez szpachlowania = ~1 m2/m2 + ~3% zapasu na docinki; okładzina jednowarstwowa.,Облицовка стены одиночным ГК-листом без шпаклёвки = ~1 м2/м2 + ~3% на подрезку; однослойная обшивка.,producer_tds,Norgips GKB — karta produktu (okładziny),https://www.norgips.pl/produkty/plyty-gipsowo-kartonowe,"okładzina 1x płyta, ~1 m2/m2"
2.14,Licowanie ścian płytą GK bez szpachlowania,m2,construction,PLYTA_GK,Płyta gipsowo-kartonowa Rigips RB 12.5mm,m2,1.05,"norm,lux",3,Wariant norm/lux; licowanie ściany płytą Rigips RB bez szpachlowania = ~1 m2/m2 + ~3% zapasu.,Вариант norm/lux; облицовка стены листом Rigips RB без шпаклёвки = ~1 м2/м2 + ~3% запаса.,producer_tds,Rigips RB — karta produktu (okładziny),https://www.rigips.pl/produkty/plyty,"okładzina 1x płyta, ~1 m2/m2"
2.14,Licowanie ścian płytą GK bez szpachlowania,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x25mm,szt,20.00,budget,0,Licowanie jednowarstwowe mocowane ~20 wkrętów/m2; dolna granica normy ~20-25 szt/m2 dla pojedynczej płyty.,Однослойная облицовка крепится ~20 саморезами/м2; нижняя граница нормы ~20-25 шт/м2 для одиночного листа.,producer_tds,Rigips — wkręty do GK (karta),https://www.rigips.pl/produkty/profile-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20 szt/m2"
2.14,Licowanie ścian płytą GK bez szpachlowania,m2,construction,WKRET_GK,Wkręt do płyt GK 3.5x35mm,szt,20.00,"norm,lux",0,Wariant norm/lux; licowanie jednowarstwowe płytą mocowane wkrętem 3.5x35 => ~20 szt/m2.,Вариант norm/lux; однослойная облицовка листом крепится саморезом 3.5x35 => ~20 шт/м2.,producer_tds,Knauf — wkręty do GK (karta),https://www.knauf.pl/produkty/wkrety-i-akcesoria,"rozstaw wkrętów co ~25cm, ~20 szt/m2"
2.15,Licowanie / przedścianka z płyty OSB,m2,construction,PLYTA_OSB,Płyta OSB-3 12mm,m2,1.05,"budget,norm,lux",3,Licowanie/przedścianka płytą OSB-3 12mm = ~1 m2/m2 + ~3% zapasu na docinki; okładzina jednowarstwowa OSB.,Облицовка/фальшстена плитой OSB-3 12мм = ~1 м2/м2 + ~3% на подрезку; однослойная обшивка OSB.,retail,Castorama — płyta OSB-3 12mm (katalog),https://www.castorama.pl/produkty/budowa/plyty-budowlane/plyty-osb,"karta OSB-3 12mm, powierzchnia 1 m2/m2"
