name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Masa szpachlowa do spoin Rigips Uniflott,Шпаклёвка для швов Rigips Uniflott,MASA_SPOINOWA,Rigips,Leroy Merlin,"norm,lux",kg,PLN,5.40,8.49,6.90,https://www.rigips.pl/produkty/masy-szpachlowe,"karta produktu Rigips Uniflott (masa spoinowa bez taśmy), worek 25kg, cena netto ~6.9 PLN/kg","Wzmocniona masa spoinowa Uniflott do krawędzi VARIO bez taśmy, wysoka wytrzymałość spoiny; wariant norm/lux.","Усиленная шпаклёвка Uniflott для кромок VARIO без ленты, высокая прочность шва; вариант norm/lux."
Masa szpachlowa do spoin Knauf Uniflott,Шпаклёвка для швов Knauf Uniflott,MASA_SPOINOWA,Knauf,OBI,"norm,lux",kg,PLN,5.20,8.19,6.66,https://www.knauf.pl/produkty/masy-szpachlowe,"karta produktu Knauf Uniflott, worek 25kg, cena netto ~6.7 PLN/kg","Masa spoinowa Knauf Uniflott do łączeń płyt z krawędzią HRAK bez taśmy; wariant norm/lux o wysokiej twardości.","Шпаклёвка Knauf Uniflott для стыков плит с кромкой HRAK без ленты; вариант norm/lux высокой твёрдости."
Taśma spoinowa papierowa 50mm (23m),Лента для швов бумажная 50мм (23м),TASMA_SPOINOWA,Rigips,PSB Mrówka,"budget,norm,lux",mb,PLN,0.20,0.32,0.26,https://www.rigips.pl/produkty/masy-szpachlowe,"karta produktu Rigips taśma spoinowa papierowa, rolka 23m, cena netto ~0.26 PLN/mb","Papierowa taśma zbrojąca spoiny płyt GK, ~1.2 mb taśmy na m2 okładziny; standard łączeń.","Бумажная армирующая лента для швов ГК, ~1.2 пм ленты на м2 обшивки; стандарт стыков."
Wełna mineralna akustyczna 50mm,Минеральная вата акустическая 50мм,WELNA_AKUSTYCZNA,Rockwool,Leroy Merlin,"budget,norm,lux",m2,PLN,12.50,19.49,15.85,https://www.rockwool.com/pl/produkty-i-zastosowania/katalog-produktow/,"katalog Rockwool wełna do ścian działowych 50mm, cena netto ~15.9 PLN/m2","Płyta z wełny mineralnej 50mm do wypełnienia akustycznego ścianek GK, ~1 m2/m2 ściany; standard izolacji akustycznej.","Плита минеральной ваты 50мм для акустического заполнения ГК-перегородок, ~1 м2/м2 стены; стандарт звукоизоляции."
Wełna mineralna akustyczna 75mm,Минеральная вата акустическая 75мм,WELNA_AKUSTYCZNA,Rockwool,OBI,"norm,lux",m2,PLN,17.90,27.99,22.76,https://www.rockwool.com/pl/produkty-i-zastosowania/katalog-produktow/,"katalog Rockwool wełna 75mm do profili CW 75, cena netto ~22.8 PLN/m2","Wełna mineralna 75mm do profili CW 75 w ściankach norm/lux, lepsza izolacyjność akustyczna; ~1 m2/m2 ściany.","Минеральная вата 75мм для профилей CW 75 в перегородках norm/lux, лучшая звукоизоляция; ~1 м2/м2 стены."
Bloczek z betonu komórkowego Solbet 100mm,Блок газобетонный Solbet 100мм,BLOCZEK_KOMORKOWY,Solbet,PSB Mrówka,"budget,norm",szt,PLN,6.20,9.59,7.80,https://solbet-lubartow.pl/produkty/bloczki/,"karta produktu Solbet Optimal 100mm (590x100x240), ~7 szt/m2, cena netto ~7.8 PLN/szt","Bloczek z betonu komórkowego 100mm (590x240), ~7 szt/m2 ściany, do ścianek działowych murowanych; budżet/norm.","Газобетонный блок 100мм (590x240), ~7 шт/м2 стены, для кладочных перегородок; вариант budget/norm."
Bloczek z betonu komórkowego Ytong 100mm,Блок газобетонный Ytong 100мм,BLOCZEK_KOMORKOWY,Ytong,Leroy Merlin,lux,szt,PLN,7.10,10.99,8.94,https://www.ytong.pl/bloczki-ytong.php,"karta produktu Ytong 100mm (599x199), ~8.4 szt/m2, cena netto ~8.9 PLN/szt","Bloczek Ytong 100mm (599x199), gładkie krawędzie do cienkiej spoiny, ~8.4 szt/m2; wariant lux o stabilnej geometrii.","Блок Ytong 100мм (599x199), гладкие грани под тонкий шов, ~8.4 шт/м2; вариант lux со стабильной геометрией."
Zaprawa klejowa do betonu komórkowego Solbet,Клеевой раствор для газобетона Solbet,ZAPRAWA_KLEJ_BLOCZKI,Solbet,PSB Mrówka,"budget,norm",kg,PLN,1.10,1.75,1.42,https://solbet-lubartow.pl/produkty/chemia-budowlana/,"karta produktu Solbet zaprawa do cienkich spoin, worek 25kg, zużycie ~1.5 kg/m2 (10cm), cena netto ~1.4 PLN/kg","Cienkowarstwowa zaprawa klejowa Solbet do bloczków komórkowych, ~1.5 kg/m2 dla ściany 10cm; budżet/norm.","Тонкослойный клеевой раствор Solbet для газоблоков, ~1.5 кг/м2 для стены 10см; вариант budget/norm."
Zaprawa klejowa do betonu komórkowego Ytong,Клеевой раствор для газобетона Ytong,ZAPRAWA_KLEJ_BLOCZKI,Ytong,Leroy Merlin,lux,kg,PLN,1.30,2.05,1.67,https://www.ytong.pl/zaprawy-i-kleje.php,"karta produktu Ytong zaprawa cienkowarstwowa, worek 25kg, zużycie ~1.5 kg/m2 (10cm), cena netto ~1.7 PLN/kg","Zaprawa cienkowarstwowa Ytong do murowania bloczków komórkowych, ~1.5 kg/m2 (10cm); wariant lux.","Тонкослойный клеевой раствор Ytong для кладки газоблоков, ~1.5 кг/м2 (10см); вариант lux."
Zaprawa murarska cementowo-wapienna Atlas,Кладочный раствор цементно-известковый Atlas,ZAPRAWA_MURARSKA,Atlas,PSB Mrówka,"budget,norm,lux",kg,PLN,0.85,1.35,1.10,https://www.atlas.com.pl/produkty/zaprawy-murarskie,"karta produktu Atlas zaprawa murarska, worek 25kg, cena netto ~1.1 PLN/kg","Zaprawa murarska cementowo-wapienna do wycinania/uzupełnień muru i osadzania belek; uniwersalna.","Кладочный цементно-известковый раствор для вырезки/дополнений кладки и установки перемычек; универсальный."
Nadproże / belka nadprożowa L19 (1.2m),Перемычка L19 (1.2м),BELKA_NADPROZOWA,Solbet,PSB Mrówka,"budget,norm,lux",szt,PLN,58.00,89.99,73.16,https://solbet-lubartow.pl/produkty/nadproza/,"karta produktu Solbet nadproże prefabrykowane, cena netto ~73 PLN/szt","Prefabrykowane nadproże żelbetowe do przekrycia otworu w ścianie z bloczków; standard belki poprzecznej.","Сборная железобетонная перемычка для перекрытия проёма в кладке из блоков; стандарт поперечной балки."
Kątownik aluminiowy narożnikowy do GK (2.5m),Уголок алюминиевый для ГК (2.5м),KATOWNIK_ALUMINIOWY,Rigips,Leroy Merlin,"budget,norm,lux",mb,PLN,1.40,2.19,1.78,https://www.rigips.pl/produkty/profile-i-akcesoria,"karta produktu Rigips narożnik aluminiowy 25x25, cena netto ~1.8 PLN/mb","Narożnik aluminiowy do zabezpieczenia krawędzi suchej zabudowy GK; standard wykończenia narożników.","Алюминиевый уголок для защиты кромок сухой ГК-конструкции; стандарт отделки углов."
Narożnik papierowy z wkładką (30m),Уголок бумажный с вкладкой (30м),NAROZNIK_PAPIEROWY,Rigips,Leroy Merlin,"budget,norm,lux",mb,PLN,0.90,1.45,1.18,https://www.rigips.pl/produkty/masy-szpachlowe,"karta produktu Rigips narożnik papierowy z wkładką, rolka 30m, cena netto ~1.2 PLN/mb","Taśma narożnikowa papierowa z wkładką do wzmocnienia połączeń ścian z sufitem; wykończenie narożników wklęsłych/wypukłych.","Бумажная угловая лента с вкладкой для усиления стыков стен с потолком; отделка внутренних/внешних углов."
Beton / mieszanka betonowa C16/20 (worek 25kg),Бетонная смесь C16/20 (мешок 25кг),MIESZANKA_BETONOWA,Atlas,Castorama,"budget,norm,lux",kg,PLN,0.70,1.09,0.89,https://www.castorama.pl/produkty/budowa/cement-wapno-beton,"katalog Castorama sucha mieszanka betonowa 25kg, cena netto ~0.9 PLN/kg","Sucha mieszanka betonowa do wykonania płyty betonowej (półka/blat), ~20 kg/m2 na 10mm grubości.","Сухая бетонная смесь для заливки бетонной плиты (полка/столешница), ~20 кг/м2 на 10мм толщины."
Grunt uniwersalny CT 17 (odp.),Грунт универсальный (аналог CT 17),GRUNT_UNIWERSALNY,Ceresit,PSB Mrówka,"budget,norm,lux",l,PLN,5.20,7.99,6.50,https://www.ceresit.pl/pl/produkty/gruntowanie.html,"karta produktu Ceresit CT 17, cena netto orientacyjna z katalogu PSB","Grunt głębokopenetrujący do przygotowania ścian murowanych pod tynk/gładź; tańszy odpowiednik CT 17.","Грунт глубокого проникновения для подготовки кладочных стен под штукатурку/шпаклёвку; более дешёвый аналог CT 17."
