name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Klej do parkietu Mapei Ultrabond Eco S955 1K 15kg,Клей для паркета Mapei Ultrabond Eco S955,KLEJ_DO_PODLOG,Mapei,Leroy Merlin,lux,kg,PLN,15.40,23.99,19.50,https://www.mapei.com/pl/pl/produkty-i-rozwiazania,"karta techniczna Mapei Ultrabond Eco S955 1K (klej poliuretanowy), sekcja Zuzycie ~1.0-1.3 kg/m2","Elastyczny klej poliuretanowy Mapei do deski warstwowej/parkietu, zuzycie ~1.2 kg/m2, wariant lux.","Эластичный полиуретановый клей Mapei для многослойной доски/паркета, расход ~1.2 кг/м2, вариант lux."
Akryl dekarski/malarski Soudal 300ml,Акрил малярный Soudal,AKRYL,Soudal,PSB Mrówka,"budget,norm",l,PLN,4.10,6.29,5.11,https://www.soudal.com/pl-pl/diy/produkty/akryle,"karta produktu Soudal Akryl (kartusz 300 ml = 0.3 l), cena netto za kartusz","Akryl malarski do wypelnien i akrylowania listew dylatacyjnych/przypodlogowych, kartusz 300 ml.","Малярный акрил для заделки и акрилования дилатационных/плинтусных профилей, картридж 300 мл."
Akryl elastyczny Mapei Mapesil AC (odp.) 310ml,Эластичный акрил Mapei (аналог),AKRYL,Mapei,OBI,lux,l,PLN,5.90,8.99,7.31,https://www.mapei.com/pl/pl/produkty-i-rozwiazania,"karta produktu Mapei uszczelniacz/akryl (kartusz 310 ml = 0.31 l), cena netto za kartusz","Elastyczny akryl/uszczelniacz Mapei do akrylowania listew, wariant lux, kartusz 310 ml.","Эластичный акрил/герметик Mapei для акрилования профилей, вариант lux, картридж 310 мл."
Klej montażowy do listew Soudal Mamut/Fix All 290ml,Монтажный клей для профилей Soudal Mamut,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"budget,norm,lux",l,PLN,12.30,18.99,15.44,https://www.soudal.com/pl-pl/diy/produkty/kleje-montazowe,"karta produktu Soudal Mamut Glue / Fix All (kartusz 290 ml = 0.29 l), cena netto za kartusz","Mocny klej montazowy Soudal (mamut) do listew przypodlogowych i dylatacyjnych, kartusz 290 ml.","Сильный монтажный клей Soudal (мамут) для плинтусов и дилатационных профилей, картридж 290 мл."
Listwa dylatacyjna aluminiowa L=2.7m,Дилатационный алюминиевый профиль L=2.7м,LISTWA_DYLATACYJNA,Salag,OBI,"budget,norm,lux",mb,PLN,6.30,9.69,7.88,https://bel-pol.pl/listwy-progowe,"katalog listwy progowe/dylatacyjne aluminiowe, cena netto za 1 mb (sztanga 2.7 m)","Aluminiowa listwa dylatacyjna/progowa do podlog, cena za mb; branch construction (profil techniczny).","Алюминиевый дилатационный/порожный профиль для полов, цена за пм; branch construction (технический профиль)."
Listwa progowa aluminiowa z docięciem szt,Порожный алюминиевый профиль с подрезкой шт,LISTWA_DYLATACYJNA,Salag,Castorama,"budget,norm,lux",szt,PLN,14.20,21.99,17.88,https://bel-pol.pl/listwy-progowe,"katalog listwy progowe aluminiowe, cena netto za 1 sztuke (odcinek przy wejsciu)","Listwa progowa aluminiowa przy wejsciu z docieciem na wymiar, liczona na sztuke.","Порожный алюминиевый профиль у входа с подрезкой по размеру, считается на штуку."
Listwa przypodłogowa MDF Salag 80mm 2.4m,Плинтус MDF Salag 80мм,LISTWA_PRZYPODLOGOWA,Salag,Bel-Pol,budget,mb,PLN,7.10,10.99,8.94,"https://bel-pol.pl/listwy-przypodlogowe/salag/listwa-przypodlogowa-bravo-80-mm-kaszmir-2,4m-br81f4,p24745,14.html","karta produktu Salag Bravo 80 mm (styrodur/MDF), cena detal netto 10.15/2.4m => ~4.2/mb, orientacyjnie 8.94 z klejem","Listwa przypodlogowa MDF/styrodur Salag 80 mm na klej, wariant budget; branch finishing (profil wykonczeniowy).","Плинтус MDF/стиродур Salag 80 мм на клей, вариант budget; branch finishing (отделочный профиль)."
Listwa przypodłogowa styrodur VOX Espumo 2.4m,Плинтус стиродур VOX Espumo,LISTWA_PRZYPODLOGOWA,VOX,Bel-Pol,"norm,lux",mb,PLN,8.40,12.99,10.56,"https://bel-pol.pl/listwy-przypodlogowe/vox/listwa-espumo-201-esp201-biala-2,4-m-201-esp201-2.4,p18166,14.html","karta produktu VOX Espumo 80 mm (styrodur), cena detal netto 10.14/2.4m => ~4.2/mb, orientacyjnie z klejem","Listwa przypodlogowa styrodur VOX Espumo na klej, wariant norm/lux; branch finishing.","Плинтус стиродур VOX Espumo на клей, вариант norm/lux; branch finishing."
Panele podłogowe laminowane Egger AC4 8mm,Ламинат Egger AC4 8мм,PANEL_LAMINOWANY,Egger,Bel-Pol,budget,m2,PLN,42.80,65.94,53.61,https://bel-pol.pl/panele-podlogowe/egger,"lista Materiały pakiety - podloga Laminat Egger, cena detal 53.61/m2","Panele laminowane Egger AC4 8 mm, pokrycie podlogowe pakietu budget; branch finishing, +5% na docinke.","Ламинированные панели Egger AC4 8 мм, напольное покрытие пакета budget; branch finishing, +5% на подрезку."
Panele laminowane Metamorphose AC4 8mm,Ламинат Metamorphose AC4 8мм,PANEL_LAMINOWANY,Metamorphose,Bel-Pol,norm,m2,PLN,71.30,109.95,89.39,https://bel-pol.pl/panele-podlogowe/metamorphose,"lista Materiały pakiety - podloga Laminat Metamorphose, cena detal 89.39/m2","Panele laminowane Metamorphose AC4 8 mm, wariant norm (standard), branch finishing.","Ламинированные панели Metamorphose AC4 8 мм, вариант norm (standard), branch finishing."
Panele winylowe SPC Afirmax klasa 32 4mm,Виниловые панели SPC Afirmax класс 32 4мм,PANEL_WINYLOWY,Afirmax,Bel-Pol,budget,m2,PLN,57.70,88.99,72.35,https://bel-pol.pl/podloga-winylowa/afirmax,"lista Materiały pakiety - podloga Winyl Afirmax, cena detal 72.35/m2","Panele winylowe SPC Afirmax kl.32 4 mm, pokrycie budget na klik lub klej; branch finishing, +5% docinka.","Виниловые панели SPC Afirmax кл.32 4 мм, покрытие budget на клик или клей; branch finishing, +5% подрезка."
Panele winylowe SPC Arbiton klasa 33 4mm,Виниловые панели SPC Arbiton класс 33 4мм,PANEL_WINYLOWY,Arbiton,Bel-Pol,norm,m2,PLN,90.15,138.99,113.00,https://bel-pol.pl/panele-winylowe/arbiton,"lista Materiały pakiety - podloga Winyl Arbiton, cena detal 113.00/m2","Panele winylowe SPC Arbiton kl.33 4 mm (prosta deska), wariant norm; branch finishing.","Виниловые панели SPC Arbiton кл.33 4 мм (прямая доска), вариант norm; branch finishing."
Panele winylowe SPC Arbiton jodełka 5mm,Виниловые панели SPC Arbiton ёлочка 5мм,PANEL_WINYLOWY,Arbiton,Bel-Pol,lux,m2,PLN,116.10,178.99,145.52,https://bel-pol.pl/panele-winylowe/arbiton,"lista Materiały pakiety - podloga Winyl jodelka Arbiton, cena detal 145.52/m2","Panele winylowe SPC Arbiton jodelka 5 mm, wariant lux do ukladu jodelkowego; branch finishing, +10% docinka jodelki.","Виниловые панели SPC Arbiton ёлочка 5 мм, вариант lux для ёлочной укладки; branch finishing, +10% подрезка ёлочки."
Deska warstwowa Barlinek Jodła Klasyczna 14mm,Многослойная доска Barlinek классическая ёлка 14мм,DESKA_WARSTWOWA,Barlinek,Bel-Pol,lux,m2,PLN,221.60,341.94,278.00,https://bel-pol.pl/deska-barlinecka/barlinek,"lista Materiały pakiety - podloga Deska prosta Barlinek, cena detal 278.00/m2","Deska warstwowa debowa Barlinek 14 mm (uklad prosty), wariant lux; branch finishing, +7% docinka.","Многослойная дубовая доска Barlinek 14 мм (прямая укладка), вариант lux; branch finishing, +7% подрезка."
Deska warstwowa Barlinek Jodła Francuska 14mm,Многослойная доска Barlinek французская ёлка 14мм,DESKA_WARSTWOWA,Barlinek,Bel-Pol,lux,m2,PLN,280.60,432.99,352.00,https://bel-pol.pl/deska-barlinecka/barlinek,"lista Materiały pakiety - podloga Deska jodelka Barlinek, cena detal 352.00/m2","Deska warstwowa debowa Barlinek 14 mm jodla francuska (jodelka), wariant lux; branch finishing, +12% docinka jodelki.","Многослойная дубовая доска Barlinek 14 мм французская ёлка; вариант lux; branch finishing, +12% подрезка ёлочки."
Podkład podłogowy Arbiton Multiprotec 2mm,Подложка напольная Arbiton Multiprotec 2мм,PODKLAD_PODLOGOWY,Arbiton,Bel-Pol,"budget,norm",m2,PLN,2.60,4.02,3.27,https://bel-pol.pl/podklad/arbiton,"lista Materiały pakiety - podloga Podkład Arbiton Multiprotec, cena detal 26.74/8m2 => 3.27/m2","Podklad akustyczny Arbiton pod panele/winyl (3w1), pokrycie ~1.05 m2/m2; branch finishing.","Акустическая подложка Arbiton под панели/винил (3в1), покрытие ~1.05 м2/м2; branch finishing."
Podkład podłogowy Arbiton Multiprotec LVT 1.4mm,Подложка напольная Arbiton Multiprotec LVT 1.4мм,PODKLAD_PODLOGOWY,Arbiton,Bel-Pol,lux,m2,PLN,2.85,4.38,3.56,https://bel-pol.pl/podklad-pod-panele/arbiton,"lista Materiały pakiety - podloga Podkład Multiprotec LVT, cena detal 29.18/8.5m2 => 3.56/m2","Podklad Arbiton pod winyl klik (1.4 mm), wariant lux, pokrycie ~1.05 m2/m2; branch finishing.","Подложка Arbiton под винил-клик (1.4 мм), вариант lux, покрытие ~1.05 м2/м2; branch finishing."
Folia paroizolacyjna PE 0.2mm,Пароизоляционная плёнка PE 0.2мм,FOLIA_PAROIZOLACYJNA,Arbiton,PSB Mrówka,"budget,norm,lux",m2,PLN,0.85,1.29,1.05,https://bel-pol.pl/folie-i-akcesoria,"katalog folie budowlane PE, cena netto za m2 (rolka przeliczona)","Folia paroizolacyjna PE pod podklad i panele na podlozu mineralnym, pokrycie ~1.05 m2/m2; branch finishing.","Пароизоляционная плёнка PE под подложку и панели на минеральном основании, покрытие ~1.05 м2/м2; branch finishing."
Folia ochronna malarska PE,Защитная плёнка малярная PE,FOLIA_OCHRONNA,Soudal,PSB Mrówka,"budget,norm,lux",m2,PLN,0.55,0.85,0.69,https://www.soudal.com/pl-pl/diy/produkty,"katalog folia ochronna PE, cena netto za m2 (rolka przeliczona)","Folia ochronna PE do zabezpieczenia gotowej podlogi na czas prac, pokrycie ~1.05 m2/m2.","Защитная плёнка PE для укрытия готового пола на время работ, покрытие ~1.05 м2/м2."
Tektura ochronna falista,Защитный гофрокартон,TEKTURA_OCHRONNA,Soudal,Castorama,"norm,lux",m2,PLN,1.15,1.79,1.45,https://www.castorama.pl/s/tektura-ochronna,"katalog tektura/plyta ochronna, cena netto za m2","Tektura falista do twardego zabezpieczenia gotowej podlogi, pokrycie ~1.0 m2/m2.","Гофрокартон для жёсткой защиты готового пола, покрытие ~1.0 м2/м2."
Taśma malarska ochronna 48mm,Малярная лента защитная 48мм,TASMA_MALARSKA,Soudal,PSB Mrówka,"budget,norm,lux",szt,PLN,4.20,6.49,5.28,https://www.soudal.com/pl-pl/diy/produkty,"katalog tasma malarska 48 mm x 50 m, cena netto za rolke (szt)","Tasma malarska do mocowania folii/tektury zabezpieczajacej podloge, liczona na sztuki (rolki).","Малярная лента для крепления плёнки/картона, защищающих пол, считается на штуки (рулоны)."
